@relation 'mushrooms-weka.filters.unsupervised.attribute.Copy-R8,9,19-weka.filters.unsupervised.attribute.OrdinalToNumeric-R24,25-weka.filters.unsupervised.attribute.RenameNominalValues-R26-No:1,t:2,n:0-weka.filters.unsupervised.attribute.Reorder-R2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,1'

@attribute cap-shape {x,b,s,f,k,c}
@attribute cap-surface {s,y,f,g}
@attribute cap-color {n,y,w,g,e,p,b,u,c,r}
@attribute bruises {t,f}
@attribute odor {p,a,l,n,f,c,y,s,m}
@attribute gill-attachment {f,a}
@attribute gill-spacing {c,w}
@attribute gill-size numeric
@attribute gill-color {k,n,g,p,w,h,u,e,b,r,y,o}
@attribute stalk-shape {e,t}
@attribute stalk-root {e,c,b,r}
@attribute stalk-surface-above-ring {s,f,k,y}
@attribute stalk-surface-below-ring {s,f,y,k}
@attribute stalk-color-above-ring {w,g,p,n,b,e,o,c,y}
@attribute stalk-color-below-ring {w,p,g,b,n,e,y,o,c}
@attribute veil-type {p}
@attribute veil-color {w,n,o,y}
@attribute ring-number {o,t,n}
@attribute ring-type {p,e,l,f,n}
@attribute spore-print-color {k,n,u,h,w,r,o,y,b}
@attribute population {s,n,a,v,y,c}
@attribute habitat {u,g,m,d,p,w,l}
@attribute gill-spacing-num numeric
@attribute gill-size-num numeric
@attribute ring-number-num numeric
@attribute class {p,e}

@data
x,f,n,f,n,f,w,3.14790813026739,k,t,e,f,f,w,w,p,w,o,e,n,s,g,2,1,1,e
f,s,n,f,n,f,w,3.12776858715349,n,t,e,s,f,w,w,p,w,o,e,n,s,g,2,1,1,e
x,f,w,f,n,f,w,3.56883065737567,n,t,e,s,s,w,w,p,w,o,e,k,s,g,2,1,1,e
x,y,y,t,a,f,c,2.93334503111701,p,e,r,s,y,w,w,p,w,o,p,n,s,p,1,1,1,e
x,f,e,t,n,f,c,3.1761403830837,u,t,b,s,s,w,p,p,w,o,p,n,v,d,1,1,1,e
x,f,n,f,n,f,w,3.82792578627271,h,t,e,f,s,w,w,p,w,o,e,k,s,g,2,1,1,e
x,y,n,t,n,f,c,3.64633828717661,p,t,b,s,s,w,g,p,w,o,p,k,v,d,1,1,1,e
f,f,g,t,n,f,c,4.04976691036288,n,t,b,s,s,w,p,p,w,o,p,n,y,d,1,1,1,e
x,f,w,f,n,f,w,2.9937282259445,k,t,e,f,s,w,w,p,w,o,e,n,a,g,2,1,1,e
x,y,w,t,a,f,c,3.6279689705601,k,e,c,s,s,w,w,p,w,o,p,k,s,m,1,1,1,e
x,s,n,f,n,f,w,3.26866183172199,p,t,e,s,s,w,w,p,w,o,e,n,s,g,2,1,1,e
f,s,w,f,n,f,w,4.00681377284808,p,t,e,s,s,w,w,p,w,o,e,n,a,g,2,1,1,e
f,f,n,t,n,f,c,2.87741752828284,u,t,b,s,s,g,w,p,w,o,p,n,v,d,1,1,1,e
f,f,w,f,n,f,w,3.07689027635765,k,t,e,f,f,w,w,p,w,o,e,k,s,g,2,1,1,e
x,f,g,t,n,f,c,3.70267148780928,u,t,b,s,s,g,p,p,w,o,p,n,v,d,1,1,1,e
x,f,n,t,n,f,c,2.81657750476628,p,t,b,s,s,w,g,p,w,o,p,n,y,d,1,1,1,e
x,f,w,f,n,f,w,3.76527606535569,p,t,e,s,f,w,w,p,w,o,e,n,a,g,2,1,1,e
x,s,w,t,a,f,c,3.74772641138285,n,e,c,s,s,w,w,p,w,o,p,k,n,m,1,1,1,e
f,s,g,f,n,f,w,3.78168054205472,n,t,e,f,s,w,w,p,w,o,e,n,s,g,2,1,1,e
f,f,g,f,n,f,w,3.20692679080056,p,t,e,f,s,w,w,p,w,o,e,n,s,g,2,1,1,e
x,f,n,t,n,f,c,2.98305864315309,n,t,b,s,s,p,w,p,w,o,p,n,v,d,1,1,1,e
x,f,w,f,n,f,w,3.6395009011573,n,t,e,s,f,w,w,p,w,o,e,n,s,g,2,1,1,e
x,y,n,t,n,f,c,3.54605103965307,u,t,b,s,s,p,w,p,w,o,p,k,v,d,1,1,1,e
x,y,e,t,n,f,c,3.87268232984011,p,t,b,s,s,p,p,p,w,o,p,n,v,d,1,1,1,e
f,s,g,f,n,f,w,3.00576771502896,p,t,e,s,s,w,w,p,w,o,e,n,a,g,2,1,1,e
x,f,g,t,n,f,c,3.60303496095429,n,t,b,s,s,w,g,p,w,o,p,k,y,d,1,1,1,e
f,f,g,t,n,f,c,2.59196607659994,n,t,b,s,s,g,p,p,w,o,p,k,y,d,1,1,1,e
x,f,g,t,n,f,c,3.30615912617965,n,t,b,s,s,w,g,p,w,o,p,k,v,d,1,1,1,e
x,f,g,t,n,f,c,3.6354427328205,w,t,b,s,s,p,p,p,w,o,p,n,y,d,1,1,1,e
x,f,n,t,n,f,c,1.85313131979896,u,t,b,s,s,p,g,p,w,o,p,k,y,d,1,1,1,e
x,s,y,t,l,f,c,3.163101503139,k,e,c,s,s,w,w,p,w,o,p,k,n,m,1,1,1,e
x,f,n,t,n,f,c,3.31628166950346,n,t,b,s,s,p,p,p,w,o,p,n,v,d,1,1,1,e
f,y,n,t,n,f,c,3.42835234636565,w,t,b,s,s,w,w,p,w,o,p,n,y,d,1,1,1,e
x,s,g,f,n,f,w,3.32063750596083,n,t,e,f,f,w,w,p,w,o,e,n,s,g,2,1,1,e
x,y,e,t,n,f,c,3.19909697774388,u,t,b,s,s,w,p,p,w,o,p,n,y,d,1,1,1,e
x,f,g,f,n,f,w,3.56028774992427,k,t,e,f,s,w,w,p,w,o,e,n,s,g,2,1,1,e
f,s,w,f,n,f,w,3.05223231378621,p,t,e,f,s,w,w,p,w,o,e,n,s,g,2,1,1,e
x,f,n,t,n,f,c,4.09713756244897,n,t,b,s,s,g,g,p,w,o,p,n,v,d,1,1,1,e
f,f,n,t,n,f,c,3.16365784486095,u,t,b,s,s,w,p,p,w,o,p,n,v,d,1,1,1,e
f,f,g,f,n,f,w,2.82233887580881,n,t,e,s,f,w,w,p,w,o,e,k,s,g,2,1,1,e
f,f,g,f,n,f,w,2.82832075200484,n,t,e,s,s,w,w,p,w,o,e,k,s,g,2,1,1,e
f,f,n,f,n,f,w,3.63005052507614,h,t,e,f,f,w,w,p,w,o,e,n,s,g,2,1,1,e
x,f,g,t,n,f,c,2.87363650817031,p,t,b,s,s,g,w,p,w,o,p,k,y,d,1,1,1,e
x,f,e,t,n,f,c,3.84077578306581,n,t,b,s,s,p,g,p,w,o,p,n,y,d,1,1,1,e
x,y,g,t,n,f,c,4.07819508171967,p,t,b,s,s,g,g,p,w,o,p,k,v,d,1,1,1,e
x,s,w,f,n,f,w,3.76099517121319,k,t,e,s,f,w,w,p,w,o,e,n,a,g,2,1,1,e
b,s,w,t,a,f,c,3.00965970737584,g,e,c,s,s,w,w,p,w,o,p,n,s,m,1,1,1,e
x,s,w,f,n,f,w,3.80609722772958,h,t,e,f,f,w,w,p,w,o,e,n,s,g,2,1,1,e
f,f,n,f,n,f,w,3.62561165448675,k,t,e,f,f,w,w,p,w,o,e,k,s,g,2,1,1,e
x,y,g,t,n,f,c,3.95624280544529,p,t,b,s,s,g,w,p,w,o,p,k,y,d,1,1,1,e
f,f,g,t,n,f,c,3.73121941325386,n,t,b,s,s,w,w,p,w,o,p,n,v,d,1,1,1,e
x,f,g,f,n,f,w,3.48641871334092,p,t,e,f,s,w,w,p,w,o,e,k,s,g,2,1,1,e
x,s,n,f,n,f,w,3.61540123036612,k,t,e,s,s,w,w,p,w,o,e,n,a,g,2,1,1,e
x,y,g,t,n,f,c,3.11163354270041,p,t,b,s,s,w,g,p,w,o,p,k,y,d,1,1,1,e
f,f,g,t,n,f,c,2.73307524103341,p,t,b,s,s,w,w,p,w,o,p,n,v,d,1,1,1,e
x,y,n,t,n,f,c,3.66725807359912,w,t,b,s,s,p,w,p,w,o,p,n,v,d,1,1,1,e
x,f,e,t,n,f,c,4.19111205143455,p,t,b,s,s,p,g,p,w,o,p,n,y,d,1,1,1,e
f,f,n,t,n,f,c,3.45956357334734,w,t,b,s,s,g,p,p,w,o,p,n,y,d,1,1,1,e
x,f,e,t,n,f,c,3.17905423024085,u,t,b,s,s,g,g,p,w,o,p,k,y,d,1,1,1,e
f,f,n,t,n,f,c,3.49778345714278,p,t,b,s,s,w,w,p,w,o,p,n,v,d,1,1,1,e
x,y,e,t,n,f,c,3.38799392514326,u,t,b,s,s,p,p,p,w,o,p,k,y,d,1,1,1,e
x,f,g,t,n,f,c,3.84922101177907,w,t,b,s,s,p,w,p,w,o,p,k,v,d,1,1,1,e
f,f,g,t,n,f,c,3.30295737386079,p,t,b,s,s,w,w,p,w,o,p,k,v,d,1,1,1,e
x,f,e,t,n,f,c,4.21740162957013,w,t,b,s,s,g,w,p,w,o,p,k,v,d,1,1,1,e
x,y,e,t,n,f,c,4.07799060494174,u,t,b,s,s,g,p,p,w,o,p,n,v,d,1,1,1,e
x,f,e,t,n,f,c,3.17435571880344,n,t,b,s,s,p,g,p,w,o,p,n,v,d,1,1,1,e
x,y,g,t,n,f,c,3.67043293021424,p,t,b,s,s,w,w,p,w,o,p,k,v,d,1,1,1,e
x,f,n,t,n,f,c,3.44152558940726,p,t,b,s,s,g,g,p,w,o,p,n,y,d,1,1,1,e
x,y,e,t,n,f,c,3.91531556648347,w,t,b,s,s,w,g,p,w,o,p,k,y,d,1,1,1,e
x,y,g,t,n,f,c,3.91332413460566,n,t,b,s,s,g,p,p,w,o,p,k,v,d,1,1,1,e
x,f,g,t,n,f,c,3.59050975551699,n,t,b,s,s,p,p,p,w,o,p,k,v,d,1,1,1,e
x,y,g,t,n,f,c,3.05797763801264,u,t,b,s,s,g,w,p,w,o,p,k,v,d,1,1,1,e
x,f,e,t,n,f,c,4.05215381542263,p,t,b,s,s,w,w,p,w,o,p,n,y,d,1,1,1,e
f,y,e,t,n,f,c,2.82851463602445,n,t,b,s,s,w,w,p,w,o,p,n,y,d,1,1,1,e
f,f,n,t,n,f,c,2.54319061536654,p,t,b,s,s,g,p,p,w,o,p,k,v,d,1,1,1,e
x,f,n,t,n,f,c,4.77803601427234,u,t,b,s,s,w,p,p,w,o,p,k,v,d,1,1,1,e
f,y,g,t,n,f,c,4.31355202587931,w,t,b,s,s,p,p,p,w,o,p,k,v,d,1,1,1,e
x,y,e,t,n,f,c,3.80635868740688,u,t,b,s,s,p,g,p,w,o,p,n,v,d,1,1,1,e
x,f,g,t,n,f,c,3.85290564521327,p,t,b,s,s,g,g,p,w,o,p,n,y,d,1,1,1,e
x,y,g,t,n,f,c,3.47979482600709,n,t,b,s,s,w,p,p,w,o,p,k,v,d,1,1,1,e
x,f,g,f,f,f,c,3.611010988678,p,e,b,k,k,b,b,p,w,o,l,h,y,g,1,1,1,p
x,f,e,t,n,f,c,4.46732669923616,n,t,b,s,s,p,w,p,w,o,p,k,v,d,1,1,1,e
x,f,w,f,n,f,w,3.11629382287541,h,t,e,s,s,w,w,p,w,o,e,n,s,g,2,1,1,e
x,y,n,t,n,f,c,2.7188020901934,u,t,b,s,s,g,w,p,w,o,p,n,v,d,1,1,1,e
f,f,n,t,n,f,c,3.30530207706093,n,t,b,s,s,g,w,p,w,o,p,n,y,d,1,1,1,e
x,f,n,t,n,f,c,3.79500443776148,w,t,b,s,s,p,g,p,w,o,p,n,v,d,1,1,1,e
x,y,g,t,n,f,c,3.71974916744602,u,t,b,s,s,p,w,p,w,o,p,n,y,d,1,1,1,e
x,y,g,t,n,f,c,2.55438643196388,w,t,b,s,s,g,w,p,w,o,p,n,v,d,1,1,1,e
x,f,e,t,n,f,c,2.87243587752025,u,t,b,s,s,w,p,p,w,o,p,k,v,d,1,1,1,e
x,y,n,t,n,f,c,3.18039136363206,n,t,b,s,s,w,g,p,w,o,p,n,y,d,1,1,1,e
x,f,g,t,n,f,c,2.89948192916493,w,t,b,s,s,p,g,p,w,o,p,k,y,d,1,1,1,e
x,f,e,t,n,f,c,3.26660043540392,w,t,b,s,s,p,w,p,w,o,p,k,v,d,1,1,1,e
x,y,e,t,n,f,c,4.04215433437987,u,t,b,s,s,w,g,p,w,o,p,k,v,d,1,1,1,e
x,y,n,t,n,f,c,3.39701643935136,p,t,b,s,s,p,w,p,w,o,p,n,y,d,1,1,1,e
x,y,e,t,n,f,c,3.93027298094444,n,t,b,s,s,w,w,p,w,o,p,k,y,d,1,1,1,e
f,y,n,t,n,f,c,3.64346577162185,p,t,b,s,s,w,g,p,w,o,p,n,v,d,1,1,1,e
f,y,n,t,n,f,c,2.88459175948505,n,t,b,s,s,p,w,p,w,o,p,k,v,d,1,1,1,e
x,y,n,t,n,f,c,3.17409772312497,n,t,b,s,s,g,g,p,w,o,p,n,v,d,1,1,1,e
f,f,e,t,n,f,c,4.44019267868304,u,t,b,s,s,w,w,p,w,o,p,n,y,d,1,1,1,e
x,f,e,t,n,f,c,4.15385682797867,u,t,b,s,s,g,p,p,w,o,p,k,y,d,1,1,1,e
f,f,n,t,n,f,c,2.34692814307293,p,t,b,s,s,g,g,p,w,o,p,k,y,d,1,1,1,e
x,y,n,t,n,f,c,3.07147787525698,u,t,b,s,s,p,g,p,w,o,p,n,v,d,1,1,1,e
f,f,e,t,n,f,c,4.37947688211466,p,t,b,s,s,w,g,p,w,o,p,n,v,d,1,1,1,e
x,f,e,t,n,f,c,3.23905019067879,n,t,b,s,s,w,g,p,w,o,p,n,y,d,1,1,1,e
x,f,g,t,n,f,c,3.57195633101896,p,t,b,s,s,g,p,p,w,o,p,n,v,d,1,1,1,e
x,y,n,t,n,f,c,3.47945585687437,n,t,b,s,s,p,g,p,w,o,p,n,y,d,1,1,1,e
f,f,n,t,n,f,c,3.76873054882408,u,t,b,s,s,w,g,p,w,o,p,n,v,d,1,1,1,e
f,f,n,t,n,f,c,3.94602287428932,w,t,b,s,s,p,p,p,w,o,p,n,y,d,1,1,1,e
x,f,e,t,n,f,c,3.13146139793831,u,t,b,s,s,w,g,p,w,o,p,k,v,d,1,1,1,e
x,f,n,t,n,f,c,3.80595286044707,u,t,b,s,s,w,g,p,w,o,p,k,y,d,1,1,1,e
x,f,e,t,n,f,c,3.1303070035184,p,t,b,s,s,g,w,p,w,o,p,n,y,d,1,1,1,e
f,f,g,t,n,f,c,3.95674559887177,p,t,b,s,s,g,p,p,w,o,p,k,v,d,1,1,1,e
x,y,n,t,n,f,c,3.39582291096406,u,t,b,s,s,w,p,p,w,o,p,k,y,d,1,1,1,e
f,f,n,t,n,f,c,3.54259044236966,u,t,b,s,s,w,p,p,w,o,p,n,y,d,1,1,1,e
x,f,e,t,n,f,c,4.30413864336001,n,t,b,s,s,w,p,p,w,o,p,n,y,d,1,1,1,e
x,y,e,t,n,f,c,3.32275199617312,w,t,b,s,s,p,w,p,w,o,p,n,y,d,1,1,1,e
x,f,g,t,n,f,c,3.29331238074174,p,t,b,s,s,p,g,p,w,o,p,k,y,d,1,1,1,e
x,y,g,t,n,f,c,3.99530050538496,n,t,b,s,s,g,g,p,w,o,p,k,y,d,1,1,1,e
x,y,e,t,n,f,c,3.74537535133393,p,t,b,s,s,p,g,p,w,o,p,n,v,d,1,1,1,e
x,y,g,t,n,f,c,3.40072609863839,p,t,b,s,s,g,p,p,w,o,p,k,v,d,1,1,1,e
x,f,g,t,n,f,c,2.9232410161844,n,t,b,s,s,g,g,p,w,o,p,n,v,d,1,1,1,e
f,f,g,t,n,f,c,4.14216999249146,n,t,b,s,s,g,g,p,w,o,p,n,v,d,1,1,1,e
x,y,g,t,n,f,c,3.05914136928827,n,t,b,s,s,g,w,p,w,o,p,k,v,d,1,1,1,e
x,y,e,t,n,f,c,3.84275956079594,n,t,b,s,s,w,g,p,w,o,p,n,y,d,1,1,1,e
f,f,n,t,n,f,c,3.01721805340041,p,t,b,s,s,w,p,p,w,o,p,k,v,d,1,1,1,e
f,f,n,t,n,f,c,3.10913777329974,w,t,b,s,s,g,w,p,w,o,p,k,y,d,1,1,1,e
x,y,e,t,n,f,c,4.25549870823164,p,t,b,s,s,w,w,p,w,o,p,n,v,d,1,1,1,e
x,f,g,f,f,f,c,3.80949606342929,p,e,b,k,k,n,p,p,w,o,l,h,y,d,1,1,1,p
x,y,g,t,n,f,c,2.79083411391628,u,t,b,s,s,p,w,p,w,o,p,k,y,d,1,1,1,e
x,f,e,t,n,f,c,4.00375326611051,w,t,b,s,s,p,g,p,w,o,p,n,y,d,1,1,1,e
x,y,n,t,n,f,c,3.98859220163867,u,t,b,s,s,g,p,p,w,o,p,n,v,d,1,1,1,e
f,f,n,t,n,f,c,4.30017211367805,p,t,b,s,s,g,w,p,w,o,p,n,y,d,1,1,1,e
x,y,e,t,n,f,c,3.6549467980893,w,t,b,s,s,g,p,p,w,o,p,k,v,d,1,1,1,e
f,f,n,t,n,f,c,3.32486668016138,p,t,b,s,s,g,g,p,w,o,p,k,v,d,1,1,1,e
f,y,n,t,n,f,c,3.27119767083968,p,t,b,s,s,w,g,p,w,o,p,k,y,d,1,1,1,e
f,f,g,t,n,f,c,3.00311045726427,p,t,b,s,s,w,p,p,w,o,p,k,y,d,1,1,1,e
x,f,e,t,n,f,c,4.0593624135161,n,t,b,s,s,p,w,p,w,o,p,k,y,d,1,1,1,e
x,f,g,t,n,f,c,3.66700942801227,w,t,b,s,s,g,p,p,w,o,p,k,v,d,1,1,1,e
x,f,g,t,n,f,c,3.62528145953697,u,t,b,s,s,g,w,p,w,o,p,n,v,d,1,1,1,e
x,f,n,t,n,f,c,3.24218901605701,u,t,b,s,s,p,w,p,w,o,p,k,v,d,1,1,1,e
x,f,g,t,n,f,c,2.85242892581921,w,t,b,s,s,w,g,p,w,o,p,k,y,d,1,1,1,e
x,s,g,f,n,f,w,3.74826782883182,k,t,e,s,s,w,w,p,w,o,e,n,s,g,2,1,1,e
x,y,e,t,n,f,c,2.78346439981561,u,t,b,s,s,p,g,p,w,o,p,k,y,d,1,1,1,e
f,f,g,t,n,f,c,3.06529577511564,p,t,b,s,s,p,g,p,w,o,p,k,y,d,1,1,1,e
x,y,e,t,n,f,c,2.59884795089774,n,t,b,s,s,g,w,p,w,o,p,n,v,d,1,1,1,e
f,f,g,t,n,f,c,3.89731875975651,n,t,b,s,s,g,p,p,w,o,p,k,v,d,1,1,1,e
x,f,g,t,n,f,c,3.79637679836572,u,t,b,s,s,w,p,p,w,o,p,k,y,d,1,1,1,e
x,f,g,t,n,f,c,3.19155038336322,n,t,b,s,s,p,p,p,w,o,p,n,v,d,1,1,1,e
f,f,g,t,n,f,c,4.10759519773528,p,t,b,s,s,w,p,p,w,o,p,n,y,d,1,1,1,e
x,s,w,f,n,f,w,3.12370314675383,p,t,e,s,f,w,w,p,w,o,e,n,a,g,2,1,1,e
x,f,n,t,n,f,c,3.88991314107432,w,t,b,s,s,g,w,p,w,o,p,n,y,d,1,1,1,e
f,f,n,t,n,f,c,3.43165138153131,w,t,b,s,s,p,p,p,w,o,p,k,v,d,1,1,1,e
f,f,g,t,n,f,c,2.56314956377584,p,t,b,s,s,g,g,p,w,o,p,k,y,d,1,1,1,e
x,y,g,t,n,f,c,3.76454299333929,w,t,b,s,s,w,w,p,w,o,p,k,y,d,1,1,1,e
x,f,e,t,n,f,c,3.47814142447952,u,t,b,s,s,w,w,p,w,o,p,n,v,d,1,1,1,e
x,y,e,t,n,f,c,3.81822162874459,u,t,b,s,s,g,p,p,w,o,p,k,v,d,1,1,1,e
x,f,n,t,n,f,c,3.16616357679071,w,t,b,s,s,g,p,p,w,o,p,k,y,d,1,1,1,e
f,y,g,t,n,f,c,3.46879935448383,w,t,b,s,s,w,w,p,w,o,p,k,y,d,1,1,1,e
x,y,g,t,n,f,c,2.95176984570872,w,t,b,s,s,p,p,p,w,o,p,n,v,d,1,1,1,e
x,y,n,t,n,f,c,4.01794806457877,p,t,b,s,s,g,p,p,w,o,p,n,y,d,1,1,1,e
f,f,g,t,n,f,c,2.79026096928935,n,t,b,s,s,p,w,p,w,o,p,k,v,d,1,1,1,e
x,y,e,t,n,f,c,4.13428031943811,p,t,b,s,s,w,p,p,w,o,p,k,y,d,1,1,1,e
f,f,n,t,n,f,c,3.90883118869739,p,t,b,s,s,p,w,p,w,o,p,n,v,d,1,1,1,e
x,y,n,t,n,f,c,2.66828627847133,w,t,b,s,s,w,g,p,w,o,p,n,v,d,1,1,1,e
x,f,g,t,n,f,c,3.83683831226944,w,t,b,s,s,g,w,p,w,o,p,n,y,d,1,1,1,e
f,f,n,t,n,f,c,3.36559837262745,p,t,b,s,s,g,w,p,w,o,p,n,v,d,1,1,1,e
x,y,n,t,n,f,c,3.74592913791361,n,t,b,s,s,p,w,p,w,o,p,k,v,d,1,1,1,e
x,y,n,t,n,f,c,3.44103935140158,w,t,b,s,s,p,w,p,w,o,p,k,v,d,1,1,1,e
x,f,e,t,n,f,c,4.66584215509814,w,t,b,s,s,p,w,p,w,o,p,n,v,d,1,1,1,e
f,f,g,t,n,f,c,2.70444237486609,p,t,b,s,s,w,p,p,w,o,p,k,v,d,1,1,1,e
x,y,e,t,n,f,c,3.59852589242427,n,t,b,s,s,w,w,p,w,o,p,n,v,d,1,1,1,e
x,y,e,t,n,f,c,2.96980345966119,u,t,b,s,s,g,g,p,w,o,p,n,v,d,1,1,1,e
f,f,n,t,n,f,c,3.52503708754938,w,t,b,s,s,p,g,p,w,o,p,n,y,d,1,1,1,e
x,f,e,t,n,f,c,4.63026459874798,p,t,b,s,s,w,p,p,w,o,p,k,v,d,1,1,1,e
x,f,e,t,n,f,c,3.24461991926519,n,t,b,s,s,p,p,p,w,o,p,n,y,d,1,1,1,e
x,f,w,f,n,f,w,3.35056309864429,k,t,e,f,f,w,w,p,w,o,e,n,s,g,2,1,1,e
x,y,g,t,n,f,c,3.50634711752868,p,t,b,s,s,g,g,p,w,o,p,k,y,d,1,1,1,e
x,f,e,t,n,f,c,4.39178991398177,p,t,b,s,s,g,w,p,w,o,p,k,v,d,1,1,1,e
x,y,g,t,n,f,c,3.00272099000014,p,t,b,s,s,p,w,p,w,o,p,n,v,d,1,1,1,e
x,f,e,t,n,f,c,3.12130201847566,w,t,b,s,s,w,p,p,w,o,p,k,v,d,1,1,1,e
x,f,g,t,n,f,c,3.61839821885119,p,t,b,s,s,w,w,p,w,o,p,n,y,d,1,1,1,e
f,y,e,t,n,f,c,3.91602657822966,p,t,b,s,s,w,g,p,w,o,p,n,v,d,1,1,1,e
f,y,g,t,n,f,c,3.21332064139856,p,t,b,s,s,p,g,p,w,o,p,k,v,d,1,1,1,e
x,y,e,t,n,f,c,2.7112202995254,p,t,b,s,s,p,w,p,w,o,p,k,y,d,1,1,1,e
x,y,g,t,n,f,c,3.37703565443797,p,t,b,s,s,w,g,p,w,o,p,n,y,d,1,1,1,e
f,f,g,f,n,f,w,4.69206629831609,h,t,e,s,f,w,w,p,w,o,e,k,s,g,2,1,1,e
x,f,g,f,f,f,c,3.46088644461466,g,e,b,k,k,b,p,p,w,o,l,h,y,p,1,1,1,p
x,f,e,t,n,f,c,2.94012263659288,p,t,b,s,s,g,w,p,w,o,p,k,y,d,1,1,1,e
x,y,e,t,n,f,c,3.59269112743759,w,t,b,s,s,w,g,p,w,o,p,n,y,d,1,1,1,e
f,y,n,t,n,f,c,3.54392233338763,u,t,b,s,s,w,w,p,w,o,p,k,y,d,1,1,1,e
x,f,e,t,n,f,c,3.36668629851124,n,t,b,s,s,p,w,p,w,o,p,n,y,d,1,1,1,e
x,y,e,t,n,f,c,4.30554832134947,n,t,b,s,s,p,g,p,w,o,p,k,v,d,1,1,1,e
x,f,g,t,n,f,c,3.45199950738295,n,t,b,s,s,g,w,p,w,o,p,k,v,d,1,1,1,e
x,y,g,t,n,f,c,3.10949415994121,p,t,b,s,s,g,p,p,w,o,p,n,v,d,1,1,1,e
x,f,g,f,n,f,w,2.90226326743184,n,t,e,f,f,w,w,p,w,o,e,n,a,g,2,1,1,e
x,f,n,t,n,f,c,2.07530424393602,u,t,b,s,s,g,w,p,w,o,p,n,y,d,1,1,1,e
f,f,e,t,n,f,c,3.76773395016698,n,t,b,s,s,g,w,p,w,o,p,k,y,d,1,1,1,e
x,y,g,t,n,f,c,3.4385917164628,u,t,b,s,s,g,g,p,w,o,p,n,y,d,1,1,1,e
f,f,n,t,n,f,c,3.82097212146272,w,t,b,s,s,g,p,p,w,o,p,k,y,d,1,1,1,e
f,f,g,f,n,f,w,3.86236368283399,h,t,e,f,f,w,w,p,w,o,e,n,s,g,2,1,1,e
f,f,g,t,n,f,c,3.22426382503878,p,t,b,s,s,p,w,p,w,o,p,n,v,d,1,1,1,e
x,y,n,t,n,f,c,3.65297338102044,w,t,b,s,s,w,w,p,w,o,p,k,v,d,1,1,1,e
f,f,g,t,n,f,c,2.92245079031883,p,t,b,s,s,p,p,p,w,o,p,k,y,d,1,1,1,e
f,y,n,t,n,f,c,4.32639061605635,u,t,b,s,s,w,w,p,w,o,p,n,y,d,1,1,1,e
x,f,g,t,n,f,c,3.28937496449534,w,t,b,s,s,p,g,p,w,o,p,n,v,d,1,1,1,e
x,y,e,t,n,f,c,4.10843776915747,u,t,b,s,s,p,w,p,w,o,p,n,v,d,1,1,1,e
x,y,n,t,n,f,c,3.56519502870511,n,t,b,s,s,p,p,p,w,o,p,n,v,d,1,1,1,e
f,s,g,f,n,f,w,4.10906829282405,n,t,e,f,s,w,w,p,w,o,e,n,a,g,2,1,1,e
x,f,n,t,n,f,c,3.98364938858025,w,t,b,s,s,w,p,p,w,o,p,k,y,d,1,1,1,e
f,f,n,t,n,f,c,3.92469518427675,n,t,b,s,s,w,g,p,w,o,p,k,y,d,1,1,1,e
x,y,e,t,n,f,c,3.57690911584695,w,t,b,s,s,p,p,p,w,o,p,n,y,d,1,1,1,e
x,y,e,t,n,f,c,3.68447331250138,w,t,b,s,s,p,g,p,w,o,p,k,y,d,1,1,1,e
x,y,n,t,n,f,c,2.0201808106306,n,t,b,s,s,p,w,p,w,o,p,k,y,d,1,1,1,e
f,s,w,f,n,f,w,2.84148224759759,h,t,e,s,f,w,w,p,w,o,e,k,a,g,2,1,1,e
x,y,n,t,n,f,c,2.60062044409847,p,t,b,s,s,g,g,p,w,o,p,n,v,d,1,1,1,e
x,y,e,t,n,f,c,3.13227648858822,p,t,b,s,s,w,w,p,w,o,p,k,y,d,1,1,1,e
x,f,g,t,n,f,c,2.92379656253832,p,t,b,s,s,p,g,p,w,o,p,n,v,d,1,1,1,e
f,f,g,t,n,f,c,3.51331083399825,n,t,b,s,s,p,w,p,w,o,p,n,v,d,1,1,1,e
f,f,n,f,n,f,w,3.93719610471273,n,t,e,s,f,w,w,p,w,o,e,k,s,g,2,1,1,e
f,f,g,t,n,f,c,3.1483693074533,n,t,b,s,s,w,p,p,w,o,p,k,v,d,1,1,1,e
x,y,e,t,n,f,c,2.89741409922017,u,t,b,s,s,g,w,p,w,o,p,k,y,d,1,1,1,e
f,f,g,t,n,f,c,4.15042726943021,n,t,b,s,s,w,g,p,w,o,p,k,v,d,1,1,1,e
x,y,n,t,n,f,c,3.19892924537554,u,t,b,s,s,w,p,p,w,o,p,n,y,d,1,1,1,e
x,f,e,t,n,f,c,2.58396925547174,u,t,b,s,s,p,g,p,w,o,p,k,y,d,1,1,1,e
x,f,n,t,n,f,c,3.38153701086906,w,t,b,s,s,w,p,p,w,o,p,n,y,d,1,1,1,e
x,f,g,t,n,f,c,3.70961333112696,n,t,b,s,s,w,w,p,w,o,p,n,v,d,1,1,1,e
f,f,g,t,n,f,c,3.3165633609562,w,t,b,s,s,g,w,p,w,o,p,n,v,d,1,1,1,e
x,f,n,t,n,f,c,3.33334139671963,p,t,b,s,s,p,g,p,w,o,p,k,y,d,1,1,1,e
