@relation 'mushrooms-weka.filters.unsupervised.attribute.Copy-R8,9,19-weka.filters.unsupervised.attribute.OrdinalToNumeric-R24,25-weka.filters.unsupervised.attribute.RenameNominalValues-R26-No:1,t:2,n:0-weka.filters.unsupervised.attribute.Reorder-R2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,1'

@attribute cap-shape {x,b,s,f,k,c}
@attribute cap-surface {s,y,f,g}
@attribute cap-color {n,y,w,g,e,p,b,u,c,r}
@attribute bruises {t,f}
@attribute odor {p,a,l,n,f,c,y,s,m}
@attribute gill-attachment {f,a}
@attribute gill-spacing {c,w}
@attribute gill-size {n,b}
@attribute gill-color {k,n,g,p,w,h,u,e,b,r,y,o}
@attribute stalk-shape {e,t}
@attribute stalk-root {e,c,b,r}
@attribute stalk-surface-above-ring {s,f,k,y}
@attribute stalk-surface-below-ring {s,f,y,k}
@attribute stalk-color-above-ring {w,g,p,n,b,e,o,c,y}
@attribute stalk-color-below-ring {w,p,g,b,n,e,y,o,c}
@attribute veil-type {p}
@attribute veil-color {w,n,o,y}
@attribute ring-number {o,t,n}
@attribute ring-type {p,e,l,f,n}
@attribute spore-print-color {k,n,u,h,w,r,o,y,b}
@attribute population {s,n,a,v,y,c}
@attribute habitat {u,g,m,d,p,w,l}
@attribute gill-spacing-num numeric
@attribute gill-size-num numeric
@attribute ring-number-num numeric
@attribute class {p,e}

@data
f,f,n,f,n,f,w,b,n,t,e,f,s,w,w,p,w,o,e,n,a,g,2,1,1,e
f,s,w,f,n,f,w,b,n,t,e,f,s,w,w,p,w,o,e,k,s,g,2,1,1,e
f,f,n,f,n,f,w,b,p,t,e,f,s,w,w,p,w,o,e,n,a,g,2,1,1,e
f,y,n,t,p,f,c,n,w,e,e,s,s,w,w,p,w,o,p,k,v,u,1,0,1,p
f,f,w,f,n,f,w,b,k,t,e,s,s,w,w,p,w,o,e,k,a,g,2,1,1,e
f,s,w,f,n,f,w,b,p,t,e,s,f,w,w,p,w,o,e,n,s,g,2,1,1,e
x,f,n,f,n,f,w,b,k,t,e,s,f,w,w,p,w,o,e,n,a,g,2,1,1,e
f,f,w,f,n,f,w,b,p,t,e,f,f,w,w,p,w,o,e,n,s,g,2,1,1,e
x,f,g,f,n,f,w,b,n,t,e,s,f,w,w,p,w,o,e,k,a,g,2,1,1,e
f,s,n,f,n,f,w,b,p,t,e,s,s,w,w,p,w,o,e,n,a,g,2,1,1,e
x,f,g,t,n,f,c,b,n,t,b,s,s,g,g,p,w,o,p,k,v,d,1,1,1,e
f,f,w,f,n,f,w,b,n,t,e,f,s,w,w,p,w,o,e,n,a,g,2,1,1,e
f,f,n,f,n,f,w,b,p,t,e,f,f,w,w,p,w,o,e,k,s,g,2,1,1,e
x,s,n,f,n,f,w,b,p,t,e,s,s,w,w,p,w,o,e,k,s,g,2,1,1,e
x,f,w,f,n,f,w,b,h,t,e,s,f,w,w,p,w,o,e,k,s,g,2,1,1,e
b,s,y,t,l,f,c,b,g,e,c,s,s,w,w,p,w,o,p,k,s,g,1,1,1,e
x,y,n,t,p,f,c,n,p,e,e,s,s,w,w,p,w,o,p,k,s,g,1,0,1,p
f,s,n,t,p,f,c,n,p,e,e,s,s,w,w,p,w,o,p,k,v,g,1,0,1,p
f,f,w,f,n,f,w,b,k,t,e,s,f,w,w,p,w,o,e,k,s,g,2,1,1,e
f,f,n,f,n,f,w,b,k,t,e,s,s,w,w,p,w,o,e,k,s,g,2,1,1,e
f,y,n,t,p,f,c,n,k,e,e,s,s,w,w,p,w,o,p,k,s,g,1,0,1,p
f,f,n,f,n,f,w,b,p,t,e,s,f,w,w,p,w,o,e,k,s,g,2,1,1,e
x,s,w,t,p,f,c,n,n,e,e,s,s,w,w,p,w,o,p,n,v,u,1,0,1,p
f,s,n,f,n,f,w,b,k,t,e,s,s,w,w,p,w,o,e,n,a,g,2,1,1,e
f,y,w,t,p,f,c,n,n,e,e,s,s,w,w,p,w,o,p,n,v,u,1,0,1,p
f,s,n,f,n,f,w,b,n,t,e,f,s,w,w,p,w,o,e,k,a,g,2,1,1,e
f,s,g,f,n,f,w,b,h,t,e,f,f,w,w,p,w,o,e,k,a,g,2,1,1,e
x,f,g,f,n,f,w,b,h,t,e,s,f,w,w,p,w,o,e,k,a,g,2,1,1,e
f,f,n,f,n,f,w,b,k,t,e,s,s,w,w,p,w,o,e,n,s,g,2,1,1,e
x,f,g,t,n,f,c,b,w,t,b,s,s,w,p,p,w,o,p,n,v,d,1,1,1,e
x,f,n,t,n,f,c,b,p,t,b,s,s,g,p,p,w,o,p,k,v,d,1,1,1,e
x,f,n,f,n,f,w,b,k,t,e,s,f,w,w,p,w,o,e,n,s,g,2,1,1,e
x,f,g,t,n,f,c,b,w,t,b,s,s,g,w,p,w,o,p,k,y,d,1,1,1,e
x,s,w,f,n,f,w,b,h,t,e,s,s,w,w,p,w,o,e,n,s,g,2,1,1,e
f,s,w,f,n,f,w,b,h,t,e,f,f,w,w,p,w,o,e,k,a,g,2,1,1,e
x,s,w,f,n,f,w,b,p,t,e,f,s,w,w,p,w,o,e,k,s,g,2,1,1,e
f,f,g,f,n,f,w,b,k,t,e,s,f,w,w,p,w,o,e,k,s,g,2,1,1,e
x,f,n,t,n,f,c,b,p,t,b,s,s,w,p,p,w,o,p,n,y,d,1,1,1,e
x,s,w,f,n,f,w,b,k,t,e,s,f,w,w,p,w,o,e,n,s,g,2,1,1,e
x,s,n,f,n,f,w,b,h,t,e,f,s,w,w,p,w,o,e,k,s,g,2,1,1,e
f,s,g,f,n,f,w,b,p,t,e,s,f,w,w,p,w,o,e,n,s,g,2,1,1,e
f,y,w,t,p,f,c,n,k,e,e,s,s,w,w,p,w,o,p,n,s,g,1,0,1,p
f,s,n,f,n,f,w,b,k,t,e,s,f,w,w,p,w,o,e,k,s,g,2,1,1,e
f,y,y,t,a,f,c,b,p,e,r,s,y,w,w,p,w,o,p,n,y,g,1,1,1,e
x,f,g,t,n,f,c,b,n,t,b,s,s,g,p,p,w,o,p,k,y,d,1,1,1,e
f,s,g,f,n,f,w,b,n,t,e,s,s,w,w,p,w,o,e,n,a,g,2,1,1,e
x,s,g,f,n,f,w,b,h,t,e,f,s,w,w,p,w,o,e,n,a,g,2,1,1,e
f,y,w,t,p,f,c,n,p,e,e,s,s,w,w,p,w,o,p,n,s,u,1,0,1,p
x,s,w,f,n,f,w,b,h,t,e,f,f,w,w,p,w,o,e,k,a,g,2,1,1,e
x,s,w,f,n,f,w,b,p,t,e,s,s,w,w,p,w,o,e,k,a,g,2,1,1,e
f,s,g,f,n,f,w,b,n,t,e,s,s,w,w,p,w,o,e,k,a,g,2,1,1,e
f,s,n,f,n,f,w,b,n,t,e,s,s,w,w,p,w,o,e,n,s,g,2,1,1,e
x,f,n,f,n,f,w,b,k,t,e,f,f,w,w,p,w,o,e,k,s,g,2,1,1,e
f,s,n,f,n,f,w,b,p,t,e,s,f,w,w,p,w,o,e,k,s,g,2,1,1,e
f,s,n,f,n,f,w,b,n,t,e,f,f,w,w,p,w,o,e,n,a,g,2,1,1,e
x,f,w,f,n,f,w,b,n,t,e,s,f,w,w,p,w,o,e,n,a,g,2,1,1,e
f,f,w,f,n,f,w,b,k,t,e,f,s,w,w,p,w,o,e,n,a,g,2,1,1,e
f,f,n,f,n,f,w,b,h,t,e,s,f,w,w,p,w,o,e,k,a,g,2,1,1,e
x,y,w,t,l,f,c,b,g,e,c,s,s,w,w,p,w,o,p,n,s,m,1,1,1,e
x,s,n,f,n,f,w,b,n,t,e,f,s,w,w,p,w,o,e,k,a,g,2,1,1,e
x,s,g,f,n,f,w,b,h,t,e,f,f,w,w,p,w,o,e,n,s,g,2,1,1,e
f,s,w,f,n,f,w,b,k,t,e,f,s,w,w,p,w,o,e,k,a,g,2,1,1,e
x,s,w,t,p,f,c,n,w,e,e,s,s,w,w,p,w,o,p,n,s,u,1,0,1,p
x,s,w,f,n,f,w,b,p,t,e,s,f,w,w,p,w,o,e,k,s,g,2,1,1,e
x,f,n,t,n,f,c,b,n,t,b,s,s,g,p,p,w,o,p,n,v,d,1,1,1,e
f,f,g,f,n,f,w,b,n,t,e,s,s,w,w,p,w,o,e,n,s,g,2,1,1,e
x,s,g,f,n,f,w,b,n,t,e,s,f,w,w,p,w,o,e,k,a,g,2,1,1,e
f,f,n,f,n,f,w,b,n,t,e,s,s,w,w,p,w,o,e,n,a,g,2,1,1,e
f,s,n,f,n,f,w,b,p,t,e,s,s,w,w,p,w,o,e,n,s,g,2,1,1,e
x,s,g,f,n,f,w,b,h,t,e,f,f,w,w,p,w,o,e,k,s,g,2,1,1,e
f,y,n,t,l,f,c,b,n,e,r,s,y,w,w,p,w,o,p,k,s,p,1,1,1,e
f,y,n,t,p,f,c,n,p,e,e,s,s,w,w,p,w,o,p,k,v,u,1,0,1,p
x,s,n,f,n,f,w,b,p,t,e,s,f,w,w,p,w,o,e,n,s,g,2,1,1,e
x,f,n,t,n,f,c,b,p,t,b,s,s,w,w,p,w,o,p,k,v,d,1,1,1,e
f,y,w,t,p,f,c,n,w,e,e,s,s,w,w,p,w,o,p,k,s,g,1,0,1,p
x,s,w,t,p,f,c,n,p,e,e,s,s,w,w,p,w,o,p,k,s,u,1,0,1,p
f,s,n,t,p,f,c,n,p,e,e,s,s,w,w,p,w,o,p,n,s,u,1,0,1,p
x,f,n,t,n,f,c,b,u,t,b,s,s,g,p,p,w,o,p,k,y,d,1,1,1,e
b,y,w,t,l,f,c,b,g,e,c,s,s,w,w,p,w,o,p,k,n,m,1,1,1,e
f,y,w,t,p,f,c,n,k,e,e,s,s,w,w,p,w,o,p,k,s,g,1,0,1,p
f,f,w,f,n,f,w,b,p,t,e,s,f,w,w,p,w,o,e,k,a,g,2,1,1,e
x,s,w,f,n,f,w,b,n,t,e,f,s,w,w,p,w,o,e,n,s,g,2,1,1,e
x,f,n,t,n,f,c,b,n,t,b,s,s,g,p,p,w,o,p,k,y,d,1,1,1,e
x,s,n,f,n,f,w,b,h,t,e,f,s,w,w,p,w,o,e,k,a,g,2,1,1,e
f,f,n,f,n,f,w,b,p,t,e,s,s,w,w,p,w,o,e,k,s,g,2,1,1,e
f,f,n,f,n,f,w,b,n,t,e,f,f,w,w,p,w,o,e,n,s,g,2,1,1,e
f,y,n,t,p,f,c,n,p,e,e,s,s,w,w,p,w,o,p,n,s,u,1,0,1,p
f,y,w,t,p,f,c,n,w,e,e,s,s,w,w,p,w,o,p,k,v,g,1,0,1,p
x,s,n,f,n,f,w,b,p,t,e,s,f,w,w,p,w,o,e,k,s,g,2,1,1,e
f,f,g,f,n,f,w,b,p,t,e,f,f,w,w,p,w,o,e,n,s,g,2,1,1,e
x,f,n,t,n,f,c,b,n,t,b,s,s,p,g,p,w,o,p,k,v,d,1,1,1,e
f,s,g,f,n,f,w,b,k,t,e,f,s,w,w,p,w,o,e,n,s,g,2,1,1,e
f,f,n,f,n,f,w,b,h,t,e,f,s,w,w,p,w,o,e,k,a,g,2,1,1,e
f,s,n,t,p,f,c,n,k,e,e,s,s,w,w,p,w,o,p,n,v,u,1,0,1,p
x,f,n,f,n,f,w,b,n,t,e,f,f,w,w,p,w,o,e,n,a,g,2,1,1,e
f,y,n,t,p,f,c,n,p,e,e,s,s,w,w,p,w,o,p,n,v,g,1,0,1,p
x,s,g,f,n,f,w,b,n,t,e,f,f,w,w,p,w,o,e,k,a,g,2,1,1,e
f,f,w,f,n,f,w,b,p,t,e,f,f,w,w,p,w,o,e,k,s,g,2,1,1,e
x,s,w,f,n,f,w,b,n,t,e,s,s,w,w,p,w,o,e,n,a,g,2,1,1,e
x,f,n,t,n,f,c,b,n,t,b,s,s,p,p,p,w,o,p,n,y,d,1,1,1,e
x,s,n,f,n,f,w,b,h,t,e,f,s,w,w,p,w,o,e,n,s,g,2,1,1,e
f,s,w,t,p,f,c,n,k,e,e,s,s,w,w,p,w,o,p,n,s,u,1,0,1,p
x,f,n,t,n,f,c,b,p,t,b,s,s,w,g,p,w,o,p,n,v,d,1,1,1,e
x,s,w,f,n,f,w,b,n,t,e,f,f,w,w,p,w,o,e,k,s,g,2,1,1,e
f,s,w,f,n,f,w,b,k,t,e,f,s,w,w,p,w,o,e,k,s,g,2,1,1,e
x,s,w,t,a,f,w,n,n,t,b,s,s,w,w,p,w,o,p,u,v,d,2,0,1,e
x,f,n,f,n,f,w,b,p,t,e,f,f,w,w,p,w,o,e,n,s,g,2,1,1,e
x,y,g,t,n,f,c,b,p,t,b,s,s,g,w,p,w,o,p,k,v,d,1,1,1,e
x,f,n,t,n,f,c,b,n,t,b,s,s,g,g,p,w,o,p,n,y,d,1,1,1,e
x,s,y,t,a,f,w,n,p,t,b,s,s,w,w,p,w,o,p,u,v,d,2,0,1,e
f,f,g,f,n,f,w,b,h,t,e,s,s,w,w,p,w,o,e,k,a,g,2,1,1,e
x,s,n,f,n,f,w,b,n,t,e,s,s,w,w,p,w,o,e,k,s,g,2,1,1,e
x,y,e,t,n,f,c,b,u,t,b,s,s,g,w,p,w,o,p,n,y,d,1,1,1,e
f,s,g,f,n,f,w,b,p,t,e,f,f,w,w,p,w,o,e,k,a,g,2,1,1,e
f,s,w,t,p,f,c,n,n,e,e,s,s,w,w,p,w,o,p,k,v,u,1,0,1,p
f,f,w,f,n,f,w,b,p,t,e,s,f,w,w,p,w,o,e,n,s,g,2,1,1,e
x,f,g,f,n,f,w,b,h,t,e,s,s,w,w,p,w,o,e,n,a,g,2,1,1,e
f,f,n,f,n,f,w,b,k,t,e,s,f,w,w,p,w,o,e,n,s,g,2,1,1,e
f,s,n,f,n,f,w,b,p,t,e,f,f,w,w,p,w,o,e,k,a,g,2,1,1,e
x,f,w,f,n,f,w,b,k,t,e,f,f,w,w,p,w,o,e,n,a,g,2,1,1,e
f,y,w,t,p,f,c,n,p,e,e,s,s,w,w,p,w,o,p,k,s,g,1,0,1,p
x,f,w,f,n,f,w,b,k,t,e,f,s,w,w,p,w,o,e,n,s,g,2,1,1,e
f,s,n,f,n,f,w,b,k,t,e,f,f,w,w,p,w,o,e,n,a,g,2,1,1,e
x,s,n,f,n,f,w,b,n,t,e,f,s,w,w,p,w,o,e,k,s,g,2,1,1,e
x,f,g,f,n,f,w,b,p,t,e,s,s,w,w,p,w,o,e,k,s,g,2,1,1,e
x,s,n,f,n,f,w,b,k,t,e,s,s,w,w,p,w,o,e,k,a,g,2,1,1,e
f,y,y,t,l,f,c,b,n,e,r,s,y,w,w,p,w,o,p,k,y,g,1,1,1,e
x,y,n,t,p,f,c,n,n,e,e,s,s,w,w,p,w,o,p,k,v,u,1,0,1,p
x,f,w,f,n,f,w,b,p,t,e,s,f,w,w,p,w,o,e,k,a,g,2,1,1,e
f,s,w,f,n,f,w,b,k,t,e,f,f,w,w,p,w,o,e,k,s,g,2,1,1,e
x,s,n,f,n,f,w,b,h,t,e,s,f,w,w,p,w,o,e,n,s,g,2,1,1,e
f,y,n,t,p,f,c,n,p,e,e,s,s,w,w,p,w,o,p,n,s,g,1,0,1,p
f,f,g,f,n,f,w,b,p,t,e,f,s,w,w,p,w,o,e,k,s,g,2,1,1,e
f,s,w,t,p,f,c,n,p,e,e,s,s,w,w,p,w,o,p,n,s,u,1,0,1,p
f,s,n,f,n,f,w,b,n,t,e,f,s,w,w,p,w,o,e,k,s,g,2,1,1,e
x,s,g,f,n,f,w,b,p,t,e,f,s,w,w,p,w,o,e,k,s,g,2,1,1,e
x,f,g,f,n,f,w,b,n,t,e,s,s,w,w,p,w,o,e,k,a,g,2,1,1,e
f,f,n,f,n,f,w,b,n,t,e,s,s,w,w,p,w,o,e,k,s,g,2,1,1,e
f,s,g,f,n,f,w,b,h,t,e,s,f,w,w,p,w,o,e,n,s,g,2,1,1,e
x,s,w,f,n,f,w,b,p,t,e,s,f,w,w,p,w,o,e,n,s,g,2,1,1,e
x,f,n,f,n,f,w,b,k,t,e,s,f,w,w,p,w,o,e,k,a,g,2,1,1,e
x,f,g,f,n,f,w,b,p,t,e,s,f,w,w,p,w,o,e,k,s,g,2,1,1,e
f,f,n,f,n,f,w,b,p,t,e,s,s,w,w,p,w,o,e,n,a,g,2,1,1,e
b,y,y,t,a,f,c,b,n,e,c,s,s,w,w,p,w,o,p,k,n,m,1,1,1,e
f,f,g,f,n,f,w,b,k,t,e,s,f,w,w,p,w,o,e,n,s,g,2,1,1,e
x,f,g,f,n,f,w,b,h,t,e,s,s,w,w,p,w,o,e,k,a,g,2,1,1,e
f,f,w,f,n,f,w,b,n,t,e,f,f,w,w,p,w,o,e,n,a,g,2,1,1,e
x,f,n,t,n,f,c,b,p,t,b,s,s,p,p,p,w,o,p,n,y,d,1,1,1,e
f,s,n,t,p,f,c,n,w,e,e,s,s,w,w,p,w,o,p,k,s,u,1,0,1,p
x,f,n,t,n,f,c,b,p,t,b,s,s,p,g,p,w,o,p,n,y,d,1,1,1,e
x,f,n,f,n,f,w,b,h,t,e,f,f,w,w,p,w,o,e,n,a,g,2,1,1,e
x,f,n,t,n,f,c,b,p,t,b,s,s,w,p,p,w,o,p,k,y,d,1,1,1,e
x,f,w,f,n,f,w,b,n,t,e,f,s,w,w,p,w,o,e,n,a,g,2,1,1,e
f,s,g,f,n,f,w,b,k,t,e,s,s,w,w,p,w,o,e,k,s,g,2,1,1,e
f,s,n,f,n,f,w,b,h,t,e,s,s,w,w,p,w,o,e,k,a,g,2,1,1,e
x,y,y,t,a,f,c,b,g,e,c,s,s,w,w,p,w,o,p,k,s,m,1,1,1,e
x,f,w,t,a,f,w,n,p,t,b,s,s,w,w,p,w,o,p,u,v,d,2,0,1,e
f,f,g,f,n,f,w,b,n,t,e,f,f,w,w,p,w,o,e,n,a,g,2,1,1,e
f,f,n,f,n,f,w,b,h,t,e,s,f,w,w,p,w,o,e,n,a,g,2,1,1,e
f,f,n,f,n,f,w,b,n,t,e,s,f,w,w,p,w,o,e,n,s,g,2,1,1,e
b,y,y,t,a,f,c,b,g,e,c,s,s,w,w,p,w,o,p,k,s,g,1,1,1,e
x,f,n,f,n,f,w,b,h,t,e,f,f,w,w,p,w,o,e,k,s,g,2,1,1,e
x,y,w,t,l,f,c,b,n,e,c,s,s,w,w,p,w,o,p,n,s,g,1,1,1,e
f,s,w,f,n,f,w,b,n,t,e,s,f,w,w,p,w,o,e,k,s,g,2,1,1,e
x,s,w,f,n,f,w,b,k,t,e,s,s,w,w,p,w,o,e,n,a,g,2,1,1,e
x,f,n,f,n,f,w,b,n,t,e,f,f,w,w,p,w,o,e,n,s,g,2,1,1,e
x,s,n,f,n,f,w,b,n,t,e,s,f,w,w,p,w,o,e,n,a,g,2,1,1,e
x,s,n,f,n,f,w,b,n,t,e,f,f,w,w,p,w,o,e,n,s,g,2,1,1,e
x,y,n,t,n,f,c,b,w,t,b,s,s,w,w,p,w,o,p,n,y,d,1,1,1,e
f,s,g,f,n,f,w,b,n,t,e,f,f,w,w,p,w,o,e,k,s,g,2,1,1,e
x,y,y,t,a,f,c,b,g,e,c,s,s,w,w,p,w,o,p,k,n,m,1,1,1,e
x,s,w,f,n,f,w,b,n,t,e,f,f,w,w,p,w,o,e,k,a,g,2,1,1,e
f,y,w,t,p,f,c,n,n,e,e,s,s,w,w,p,w,o,p,k,s,u,1,0,1,p
f,s,w,f,n,f,w,b,h,t,e,s,s,w,w,p,w,o,e,n,s,g,2,1,1,e
f,s,w,t,p,f,c,n,n,e,e,s,s,w,w,p,w,o,p,n,s,u,1,0,1,p
f,s,g,f,n,f,w,b,h,t,e,s,s,w,w,p,w,o,e,k,s,g,2,1,1,e
f,f,g,f,n,f,w,b,k,t,e,f,f,w,w,p,w,o,e,n,s,g,2,1,1,e
x,s,w,t,p,f,c,n,p,e,e,s,s,w,w,p,w,o,p,n,s,g,1,0,1,p
x,s,g,f,n,f,w,b,p,t,e,f,f,w,w,p,w,o,e,k,a,g,2,1,1,e
x,s,w,t,p,f,c,n,p,e,e,s,s,w,w,p,w,o,p,n,s,u,1,0,1,p
x,s,g,f,n,f,w,b,p,t,e,f,f,w,w,p,w,o,e,n,s,g,2,1,1,e
f,s,w,f,n,f,w,b,p,t,e,s,s,w,w,p,w,o,e,k,s,g,2,1,1,e
f,y,w,t,p,f,c,n,w,e,e,s,s,w,w,p,w,o,p,n,v,g,1,0,1,p
x,f,w,f,n,f,w,b,n,t,e,s,s,w,w,p,w,o,e,k,a,g,2,1,1,e
x,s,n,f,n,f,w,b,h,t,e,s,s,w,w,p,w,o,e,k,a,g,2,1,1,e
x,f,w,f,n,f,w,b,p,t,e,f,f,w,w,p,w,o,e,n,s,g,2,1,1,e
x,f,w,f,n,f,w,b,p,t,e,f,s,w,w,p,w,o,e,k,a,g,2,1,1,e
x,y,e,t,n,f,c,b,u,t,b,s,s,g,g,p,w,o,p,k,y,d,1,1,1,e
f,s,n,t,p,f,c,n,k,e,e,s,s,w,w,p,w,o,p,k,s,u,1,0,1,p
f,f,g,f,n,f,w,b,k,t,e,f,s,w,w,p,w,o,e,k,s,g,2,1,1,e
x,y,y,t,a,f,c,b,w,e,r,s,y,w,w,p,w,o,p,k,y,g,1,1,1,e
x,f,n,f,n,f,w,b,h,t,e,s,s,w,w,p,w,o,e,n,a,g,2,1,1,e
f,f,n,f,n,f,w,b,k,t,e,f,f,w,w,p,w,o,e,k,a,g,2,1,1,e
b,s,w,t,l,f,c,b,g,e,c,s,s,w,w,p,w,o,p,k,n,m,1,1,1,e
f,s,g,f,n,f,w,b,k,t,e,s,f,w,w,p,w,o,e,k,a,g,2,1,1,e
f,f,w,f,n,f,w,b,n,t,e,f,f,w,w,p,w,o,e,k,a,g,2,1,1,e
f,f,n,f,n,f,w,b,h,t,e,s,s,w,w,p,w,o,e,n,a,g,2,1,1,e
f,s,n,t,p,f,c,n,w,e,e,s,s,w,w,p,w,o,p,n,s,u,1,0,1,p
x,s,n,f,n,f,w,b,h,t,e,s,f,w,w,p,w,o,e,n,a,g,2,1,1,e
b,y,y,t,a,f,c,b,w,e,c,s,s,w,w,p,w,o,p,k,n,g,1,1,1,e
f,s,g,f,n,f,w,b,p,t,e,s,f,w,w,p,w,o,e,n,a,g,2,1,1,e
f,s,n,f,n,f,w,b,h,t,e,s,f,w,w,p,w,o,e,k,s,g,2,1,1,e
x,f,g,f,n,f,w,b,h,t,e,f,s,w,w,p,w,o,e,n,a,g,2,1,1,e
f,s,g,f,n,f,w,b,p,t,e,s,f,w,w,p,w,o,e,k,s,g,2,1,1,e
x,f,n,f,n,f,w,b,p,t,e,f,s,w,w,p,w,o,e,k,a,g,2,1,1,e
x,f,n,t,n,f,c,b,p,t,b,s,s,p,g,p,w,o,p,n,v,d,1,1,1,e
b,y,w,t,l,f,c,b,g,e,c,s,s,w,w,p,w,o,p,n,n,m,1,1,1,e
x,f,g,t,n,f,c,b,n,t,b,s,s,g,w,p,w,o,p,n,v,d,1,1,1,e
f,y,n,t,p,f,c,n,p,e,e,s,s,w,w,p,w,o,p,k,s,g,1,0,1,p
x,s,w,f,n,f,w,b,h,t,e,s,s,w,w,p,w,o,e,n,a,g,2,1,1,e
f,s,n,t,p,f,c,n,k,e,e,s,s,w,w,p,w,o,p,k,v,u,1,0,1,p
f,s,n,f,n,f,w,b,n,t,e,s,f,w,w,p,w,o,e,n,a,g,2,1,1,e
f,f,n,f,n,f,w,b,k,t,e,s,f,w,w,p,w,o,e,k,a,g,2,1,1,e
x,f,w,f,n,f,w,b,k,t,e,s,f,w,w,p,w,o,e,k,a,g,2,1,1,e
x,f,n,f,n,f,w,b,n,t,e,f,s,w,w,p,w,o,e,n,a,g,2,1,1,e
f,s,n,f,n,f,w,b,n,t,e,f,f,w,w,p,w,o,e,n,s,g,2,1,1,e
x,s,y,t,l,f,c,b,g,e,c,s,s,w,w,p,w,o,p,k,s,g,1,1,1,e
f,s,w,f,n,f,w,b,k,t,e,s,f,w,w,p,w,o,e,k,a,g,2,1,1,e
x,s,w,f,n,f,w,b,k,t,e,f,s,w,w,p,w,o,e,k,s,g,2,1,1,e
x,y,n,t,p,f,c,n,p,e,e,s,s,w,w,p,w,o,p,k,v,g,1,0,1,p
f,f,g,f,n,f,w,b,n,t,e,s,f,w,w,p,w,o,e,k,a,g,2,1,1,e
f,y,n,t,p,f,c,n,n,e,e,s,s,w,w,p,w,o,p,k,s,g,1,0,1,p
f,f,w,f,n,f,w,b,n,t,e,s,s,w,w,p,w,o,e,k,a,g,2,1,1,e
x,f,n,t,n,f,c,b,p,t,b,s,s,p,w,p,w,o,p,k,v,d,1,1,1,e
x,f,g,f,n,f,w,b,k,t,e,s,f,w,w,p,w,o,e,k,s,g,2,1,1,e
f,s,n,t,p,f,c,n,w,e,e,s,s,w,w,p,w,o,p,n,v,u,1,0,1,p
f,s,g,f,n,f,w,b,h,t,e,s,f,w,w,p,w,o,e,k,s,g,2,1,1,e
x,s,w,t,p,f,c,n,w,e,e,s,s,w,w,p,w,o,p,n,v,u,1,0,1,p
x,f,n,t,n,f,c,b,p,t,b,s,s,g,g,p,w,o,p,n,v,d,1,1,1,e
x,f,n,f,n,f,w,b,p,t,e,f,s,w,w,p,w,o,e,n,s,g,2,1,1,e
x,y,y,t,a,f,c,b,n,e,r,s,y,w,w,p,w,o,p,n,s,p,1,1,1,e
f,f,w,f,n,f,w,b,h,t,e,f,f,w,w,p,w,o,e,k,s,g,2,1,1,e
f,s,w,f,n,f,w,b,p,t,e,s,f,w,w,p,w,o,e,n,a,g,2,1,1,e
x,f,g,f,n,f,w,b,n,t,e,f,s,w,w,p,w,o,e,n,s,g,2,1,1,e
f,f,g,f,n,f,w,b,p,t,e,f,f,w,w,p,w,o,e,k,s,g,2,1,1,e
f,f,w,f,n,f,w,b,n,t,e,s,f,w,w,p,w,o,e,n,a,g,2,1,1,e
x,f,g,f,n,f,w,b,n,t,e,f,f,w,w,p,w,o,e,k,s,g,2,1,1,e
f,f,g,f,n,f,w,b,k,t,e,f,f,w,w,p,w,o,e,n,a,g,2,1,1,e
x,f,g,t,n,f,c,b,w,t,b,s,s,w,w,p,w,o,p,n,v,d,1,1,1,e
x,s,g,f,n,f,w,b,p,t,e,f,s,w,w,p,w,o,e,k,a,g,2,1,1,e
f,s,g,f,n,f,w,b,p,t,e,f,s,w,w,p,w,o,e,k,s,g,2,1,1,e
x,y,n,t,l,f,c,b,w,e,r,s,y,w,w,p,w,o,p,n,s,g,1,1,1,e
x,y,g,t,n,f,c,b,n,t,b,s,s,p,g,p,w,o,p,k,y,d,1,1,1,e
f,s,g,f,n,f,w,b,k,t,e,f,f,w,w,p,w,o,e,k,a,g,2,1,1,e
f,f,w,f,n,f,w,b,k,t,e,s,f,w,w,p,w,o,e,n,s,g,2,1,1,e
f,s,n,f,n,f,w,b,h,t,e,f,f,w,w,p,w,o,e,n,a,g,2,1,1,e
f,f,w,f,n,f,w,b,p,t,e,s,s,w,w,p,w,o,e,k,s,g,2,1,1,e
f,f,n,f,n,f,w,b,n,t,e,s,f,w,w,p,w,o,e,k,a,g,2,1,1,e
f,s,g,f,n,f,w,b,k,t,e,s,s,w,w,p,w,o,e,k,a,g,2,1,1,e
x,s,n,f,n,f,w,b,n,t,e,s,s,w,w,p,w,o,e,n,s,g,2,1,1,e
x,f,n,t,n,f,c,b,p,t,b,s,s,w,w,p,w,o,p,n,y,d,1,1,1,e
x,s,n,f,n,f,w,b,k,t,e,f,f,w,w,p,w,o,e,n,s,g,2,1,1,e
x,f,n,f,n,f,w,b,k,t,e,f,s,w,w,p,w,o,e,k,a,g,2,1,1,e
f,s,w,f,n,f,w,b,p,t,e,f,f,w,w,p,w,o,e,n,a,g,2,1,1,e
x,f,n,f,n,f,c,n,p,e,e,s,s,w,w,p,w,o,p,k,y,u,1,0,1,e
